category,width,height,area,aspect_ratio
traffic sign,425.481734,37.462469,15939.596270041246,11.357546508747195
car,2.936554000000001,15.270094,44.84145561607602,0.19230752607023904
traffic light,6.9856229999999755,34.92811800000001,243.99466444751323,0.19999998282186213
person,24.681985,131.637249,3249.068605259265,0.18750000617226512
car,58.126205,8.073086999999987,469.25790994483424,7.199997349217232
traffic sign,34.446866,2.9953779999999597,103.1813845853466,11.5000063431061
traffic sign,102.315832,18.716311999999988,1914.9750342515827,5.46666629622332
traffic light,11.81249299999996,67.499955,797.3427459378123,0.17500001296297102
car,27.551032000000077,162.000069,4463.26908502122,0.170068026329051
traffic sign,31.467650999999933,5.24460700000003,165.0354627081576,6.000001716048457
car,53.65342199999999,9.982032000000004,535.5701753135041,5.374999999999997
traffic sign,12.277897,68.551598,841.669459429406,0.17910446084714174
traffic sign,55.067207999999994,10.24506199999999,564.1669601268954,5.374999975598005
car,17.92886,148.55339800000007,2663.3930752662814,0.12068966608222581
traffic sign,36.67927800000001,7.335853999999983,269.07382823341146,5.000001090534258
car,86.866009,16.474587999999983,1431.0817094792906,5.2727272451365765
traffic sign,63.63545600000003,11.229787000000002,714.6126165278724,5.666666340154094
traffic sign,71.67631599999993,13.985624000000001,1002.4380052811831,5.124999499486038
traffic sign,26.101833,154.726497,4038.645185369001,0.168696593706248
person,47.24996799999985,273.374812,12916.951119005977,0.17283950797924957
car,121.03214100000002,23.70732700000002,2869.34854419711,5.105263069092518
car,93.037833,18.362730999999997,1708.4287002019228,5.066666445203604
car,96.71037899999999,14.690185000000042,1420.6933589301188,6.583332953260951
car,205.11550700000004,30.833834999999965,6324.497698779339,6.652286587120942
person,14.973048999999946,82.351767,1233.0570425275785,0.18181818733774038
traffic light,6.238769999999988,71.12198000000001,443.7136751645992,0.08771929577888563
car,46.16689900000006,8.734280000000012,403.23462259772106,5.285713189867968
person,7.486526000000026,39.928128999999956,298.92297588985474,0.18750004539406379
car,188.524028,31.828731000000005,6000.480574248469,5.9230771091690695
traffic sign,126.27189599999997,24.471295999999995,3090.0369434972145,5.160000353066711
traffic sign,7.9835709999999835,0.9979450000000156,7.967164761595108,8.000011022651407
car,64.4928480000001,12.284352000000013,792.252846314498,5.250000000000003
car,43.83532500000001,7.623534999999947,334.18013437387276,5.749999836034112
traffic sign,61.139948000000004,9.982032000000004,610.3009174143363,6.125000200360005
traffic sign,429.46755500000006,32.412643,13920.178540297868,13.250001087538589
traffic sign,90.05219299999999,17.63266200000001,1587.8598815277667,5.107124097314401
car,70.530642,9.918372999999974,699.5492152854641,7.111110058071035
person,32.30211300000019,261.35346,8442.268997861029,0.12359550548900401
traffic light,10.799995999999965,1.3499990000000253,14.579983800004225,8.000002962964983
car,63.657464000000004,12.241820000000018,779.2832159444812,5.199999999999992
traffic sign,113.54561799999999,21.211819,2408.5090972591415,5.352941112688167
traffic sign,138.332565,22.03527600000004,3048.196249562945,6.277777732395989
traffic sign,44.93069200000002,8.98613499999999,403.75326395541975,5.000001891803325
car,546.199361,108.65256099999999,59345.95938921351,5.0270270297632464
traffic sign,26.20283500000005,4.991016000000002,130.7787687303603,5.250000200360015
car,173.642759,30.60370499999999,5314.111771822094,5.673912978837041
car,63.635456999999974,12.477540000000005,794.0139601357799,5.100000240432005
person,24.471295000000055,193.812677,4742.847193606725,0.12626261284239965
person,20.249987999999803,109.68742500000002,2221.169040000879,0.18461540144642652
person,8.437493999999901,43.87497000000002,370.19479612517586,0.1923076870479888
traffic sign,271.10198299999996,51.5755,13982.220324216498,5.256410175373966
traffic sign,5.062496999999894,30.374978999999996,153.77324006255975,0.16666668312757993
traffic sign,27.448485000000005,4.843851000000001,132.95637151573504,5.666665840877434
person,16.24642899999992,85.31728900000002,1386.1012782109744,0.1904236432078839
person,19.899218,116.33389199999999,2314.953477696456,0.17105262841201946
car,52.31246399999998,10.124991999999963,529.6632795002859,5.16666719341607
car,117.58066000000008,21.948390000000018,2580.7061821374036,5.357142824598979
car,71.67631699999993,13.98562400000003,1002.4380192668091,5.124999570988021
person,18.56248800000003,102.93742900000001,1910.7747905633553,0.18032787665602207
traffic sign,243.000002,48.6,11809.8000972,5.000000041152263
traffic sign,22.465348000000006,4.49306900000002,100.93835867301247,5.000000667695045
car,17.41062,92.85676699999996,1616.6938846655396,0.18749974355665439
traffic sign,23.49244699999997,4.404833999999994,103.48032928879772,5.333333106310023
car,42.125167000000005,7.800956999999983,328.6166163848183,5.399999897448493
car,40.564977,7.800956999999983,316.4456412829883,5.200000076913652
truck,186.877882,34.084644000000026,6369.666079444013,5.482758804815443
traffic sign,52.405669999999986,9.982032000000004,523.11507492144,5.250000200360003
car,74.249975,14.849993999999981,1102.6116832501486,5.00000033670048
car,18.578977,143.88665400000002,2673.2668352729584,0.12912230900858945
traffic sign,23.06440200000003,4.393219999999985,101.3269921544398,5.2499993171296016
car,38.93993499999988,1.4976879999999824,58.31987337027913,26.000031381703224
car,17.629988,106.955264,1885.620020856832,0.16483515949247715
car,44.930695000000014,8.98613899999998,403.7534706366042,5.000000000000012
traffic sign,39.64350300000001,4.4048329999999964,174.6230102499989,9.000001362140186
traffic sign,68.893733,13.479208,928.632957003464,5.111111350162413
traffic sign,98.08167600000002,18.73470500000002,1837.5312657655822,5.2352933232735674
traffic sign,615.367401,72.425538,44568.31508508674,8.496552707692691
traffic sign,20.03036199999997,3.1626890000000003,63.3498055634179,6.333332806355593
traffic sign,21.599992,125.54995600000004,2711.878045200353,0.17204300732690017
car,69.92811399999982,12.237420000000043,855.7397008258808,5.714285690938088
person,6.992812000000072,40.208664,281.1716281231709,0.17391306510457727
person,19.23023099999989,97.899359,1882.6272883219183,0.1964285690573305
car,23.292967,117.53325799999999,2737.6982999964857,0.19818192226067624
traffic light,8.734279000000015,46.16690000000001,403.2345851651008,0.18918920265384967
traffic light,6.749995000000013,38.81247400000001,261.98400543763057,0.17391303115591167
traffic sign,60.749956999999995,11.812491999999992,717.6083810628435,5.142856985638597
traffic sign,65.86445100000003,11.975353000000013,788.7500508762042,5.500000793296027
person,4.216917999999964,26.35573900000003,111.13999019240117,0.15999999089382239
person,4.216917999999964,26.35573899999997,111.13999019240093,0.15999999089382275
person,5.271147999999926,35.843804999999975,188.9380010381372,0.14705882927328529
person,6.325377000000003,31.626886999999954,200.0519836113988,0.1999999873525337
traffic light,5.062497000000008,28.687479999999994,145.2302814375602,0.1764706066897479
person,12.389341000000059,81.09386599999999,1004.6995588823106,0.15277778223078006
car,52.23606199999995,10.242365000000007,535.0208131666298,5.100000048816842
car,11.746222999999986,60.19939199999999,707.1154828964151,0.19512195405561553
person,11.981518999999935,106.33597499999996,1274.0665048460176,0.11267606282821914
traffic light,3.496405999999979,20.97843500000002,73.34912600460963,0.16666667461133186
car,64.68350500000008,12.237419999999986,791.5592177571001,5.285714227345319
car,1.6875,20.24998599999992,34.17185137499987,0.08333339094654221
traffic sign,80.79601200000002,13.466003,1087.9993399800362,5.999999554433488
traffic sign,10.799995000000024,94.499967,1020.5991711001673,0.11428570128495415
traffic light,2.5782500000000006,12.891250000000014,33.23686531250004,0.19999999999999984
car,94.22975800000006,11.266603000000032,1061.6492741720776,8.363635250128171
car,37.92195800000002,4.989731000000006,189.22036941329833,7.600000480987847
car,0.9979460000000699,7.983568999999989,7.967170749274547,0.12499998434285109
person,23.624984,150.18739699999998,3548.174851126648,0.15730337213314913
car,33.28096300000004,5.873112000000049,195.46282316685787,5.6666658153292095
car,47.92607099999998,8.98613899999998,430.6703357298679,5.333332925297515
traffic sign,69.87422800000013,13.725295000000017,959.0443921972629,5.090909011427445
traffic light,14.109678999999915,84.65807500000001,1194.498263007918,0.16666666469796193
traffic light,6.992811999999958,38.460465,268.9468011775784,0.1818181865455854
person,22.726636999999982,145.10083600000002,3297.6540281685297,0.15662650627319596
person,28.206191000000217,221.19591100000002,6239.09411408505,0.1275167830747116
person,21.59999300000004,144.449949,3120.117887250363,0.1495327146152197
person,20.288427999999953,103.28654,2095.521530159115,0.1964285762694728
person,29.94609700000001,180.92433599999998,5417.977715516593,0.16551724141742885
person,32.44160499999998,172.19005900000002,5586.121879004692,0.18840579524977094
traffic sign,149.730485,23.707325999999995,3549.709420033109,6.315789684589482
car,31.193851,162.20802600000002,5059.892994048127,0.19230769135924258
traffic light,12.122454999999945,66.639062,807.8290303372063,0.18191214936368622
traffic sign,13.874051000000009,100.38284200000004,1392.7166694329435,0.13821137879320056
car,24.95508,134.75743700000004,3362.882620929961,0.1851851783141289
car,81.649498,13.360828000000026,1090.9048990643462,6.111110628772396
car,124.70105000000001,13.360827000000029,1666.1091557683537,9.333333183641981
car,79.661829,11.678373000000022,930.3205529242188,6.821312266700152
person,36.324581999999964,282.470756,10260.632138923982,0.1285959032162606
car,107.70088299999998,20.193916,2174.9025844278276,5.333333217786979
person,34.346998,226.25080499999996,7771.035946833388,0.15180939577209462
person,12.237420000000157,75.17272100000002,919.9201594198321,0.16279070169616652
person,12.237419000000045,73.42451900000003,898.5266038764647,0.1666666553171433
person,8.741014999999834,73.42451800000003,641.8048132057581,0.11904763201850137
truck,76.920925,627.604824,48275.9435965422,0.12256267329137036
truck,88.82103400000005,599.633576,53260.074241437615,0.1481255179079566
car,91.15930500000002,12.081351999999981,1101.3276517803586,7.545455591394089
traffic light,6.992811000000017,36.712260999999984,256.72190255567153,0.19047617361404193
person,9.449996000000056,49.949982999999975,472.02713955007056,0.18918917349781803
traffic light,7.7142880000000105,46.285735999999986,357.06149779596836,0.16666663786009608
traffic sign,56.14893200000006,9.982032000000004,560.4804359898249,5.62500020036001
person,13.971247999999946,72.85007500000006,1017.8064646435969,0.1917808320718947
traffic sign,118.12491999999999,23.624983,2790.6992268763597,5.000000211640363
traffic sign,60.86187700000005,7.160221000000007,435.7844897948178,8.499999790509259
person,19.469968999999992,131.79670299999998,2566.0777217122054,0.14772728419465847
car,8.437495000000126,60.749956999999995,512.5774584377226,0.13888890489256028
traffic sign,112.408141,21.159178999999995,2378.4639764762383,5.312500121105835
person,12.47754,64.88320999999996,809.5828481033994,0.19230768637988174
traffic sign,37.43262399999992,4.991016000000002,186.82682530598368,7.500000801440009
car,10.770088999999984,55.19670100000002,594.4733822763883,0.19512196933653664
traffic sign,157.53605499999992,26.791264999999996,4220.590196559572,5.880127534104864
bus,31.323261000000002,346.51357500000006,10853.935149768078,0.0903954801770753
person,17.905264,104.87368500000002,1877.7910165778403,0.1707317140615398
traffic light,1.2477539999999863,11.229789000000011,14.012014143905859,0.11111108142815374
car,56.14893099999995,8.734278000000018,490.42037275681855,6.4285715430628425
traffic sign,63.91839700000003,12.122454000000005,774.8478273862386,5.2727275352003815
traffic sign,88.14110599999998,17.138549000000012,1510.6106640951946,5.14285695947772
person,17.46855699999992,91.08604499999996,1591.1417689870568,0.19178082657996542
traffic sign,183.37497800000006,12.374997,2269.2648026250667,14.818183632690985
person,15.749998000000005,133.874983,2108.5307145000343,0.11764705882352947
person,13.72529499999996,121.03214199999996,1661.2018534318847,0.11340206637010493
person,23.033159999999953,156.625488,3607.579925182072,0.14705882352941146
person,26.10424899999998,196.549632,5130.780534586364,0.13281250508777337
person,30.71088000000009,227.260513,6979.370343481461,0.13513513454050896
person,44.53077600000006,271.79129,12103.077053741057,0.16384180670396045
person,42.99523199999999,264.113567,11355.62408751254,0.16279069829078485
traffic light,3.3749970000000076,18.56248800000003,62.648341312536246,0.18181813774101846
car,56.41238000000021,8.907218,502.4773665588419,6.3333332584876905
traffic light,9.884743999999955,50.52202399999999,499.3972736018536,0.19565217735536403
person,28.687482000000045,345.937261,9924.068948066817,0.0829268345279523
car,136.65309,19.836743000000013,2710.7522264858717,6.888887454961729
car,23.033160000000066,3.0710880000000316,70.73686127808094,7.499999999999944
car,39.798437,223.48353000000003,8894.295189242612,0.1780821924550771
traffic sign,152.68577200000004,21.954817,3352.188182763725,6.954545419349205
person,14.32653700000003,1.1020399999999881,15.788416835479863,13.00001542593752
person,16.874988,86.06244099999998,1452.3026591257076,0.1960784263602284
person,8.734278000000018,44.919145999999955,392.3363086865884,0.19444443578691425
person,25.83386900000005,161.46168,4171.179889639928,0.1600000012386843
traffic sign,41.73558700000001,7.688133999999991,320.8687854246577,5.428571744457115
car,83.82748299999999,11.975355000000036,1003.8638676814678,6.999999832990315
person,9.98203199999989,102.315833,1021.3199191126447,0.09756097084211679
car,36.73951099999999,7.188164000000029,264.089630347805,5.111111961274095
car,104.89216999999996,17.482028000000014,1833.7278529207608,6.000000114403196
person,11.981518999999935,1.4976899999999773,17.94460119110963,7.999999332305161
car,50.53930200000002,9.402661999999992,475.2039744219238,5.374999335294628
truck,64.680206,354.842796,22951.305142895977,0.1822784814264624
traffic sign,109.802356,19.96406399999998,2192.1012625347817,5.500000200360013
traffic sign,41.935315,5.990758999999997,251.2243657540849,7.000000333847518
person,16.844679000000042,97.012877,1634.150771931487,0.17363343425017733
person,8.734280000000012,55.213119000000006,482.24684101932075,0.15819211372572542
person,28.735200000000077,198.64769600000002,5708.181274099216,0.14465408146490696
car,57.262834999999995,8.80966600000005,504.4664505631128,6.500000681070051
car,128.579568,22.960636000000022,2952.268657885251,5.600000278737918
traffic sign,38.46417900000006,7.277005000000031,279.90402290389665,5.285715620643368
car,5.14966800000002,30.89801300000005,159.11450880968485,0.16666663969621645
car,143.700895,22.60463599999997,3248.306424349216,6.357142623309669
traffic sign,83.5995190000001,12.477541000000002,1043.1164259027805,6.699999543179228
traffic sign,26.99998299999993,5.062497000000008,136.68733293755085,5.33333313580233
traffic sign,10.124994,64.124956,649.264794750264,0.15789475161589195
traffic light,9.982033000000001,54.90117799999999,548.0253705348739,0.18181819340925623
car,15.449005999999999,83.68211599999995,1292.8055121766952,0.1846153842476929
person,17.632661999999982,132.244957,2331.8306279855315,0.13333334139917322
person,19.836743999999953,100.28575999999998,1989.3429479654349,0.19780220043204497
car,45.03050099999996,8.786438999999973,395.6577501759374,5.12500012803823
bus,192.86934499999984,33.675599999999974,6494.990914481989,5.727272713774958
car,24.232699000000025,4.038783999999964,97.87063699801523,5.999998762003672
car,87.41014299999995,12.237419999999986,1069.6746321510582,7.142857154530943
person,13.725295000000017,76.11299700000006,1044.6733371591172,0.18032787488318197
person,9.982034999999996,53.65342399999997,535.5703562378395,0.18604656060720376
person,9.982032000000004,54.90117500000002,548.0252856876004,0.18181818512991751
person,12.477540999999974,137.25294200000008,1712.5792111756193,0.09090909687021476
traffic sign,25.946598999999992,4.98972999999998,129.46652342826945,5.200000601234955
traffic sign,24.94865500000003,2.99383899999998,74.69225633654459,8.333332219935741
car,53.889097,8.981516,484.00578693105194,6.000000111339779
car,41.73558500000001,7.688133999999991,320.8687700483897,5.428571484315968
car,137.108384,25.707824000000016,3524.7582047964183,5.333332918414251
person,18.960979,110.77203099999997,2100.346153578348,0.17117117767751322
car,9.979461,59.876773999999955,597.5379309388136,0.1666666443987114
traffic sign,17.96303599999999,2.9938379999999825,53.77841977216765,6.000002672155305
traffic sign,58.731115000000045,11.746221999999989,689.8687150975298,5.00000042566879
car,41.34330100000011,226.04635100000002,9345.502329344677,0.1828974492050089
person,7.486523000000034,39.928133,298.92288605156034,0.18749995147531776
car,17.999998000000005,91.12498899999991,1640.2496197500209,0.19753086609426118
person,30.374979,202.499862,6150.929055752898,0.1499999985185175
traffic sign,73.58642800000001,3.2949129999999514,242.46087824076045,22.33334476509732
traffic sign,71.389817,7.688134000000105,548.8544793314854,9.285714452947753
traffic sign,54.91524400000003,9.88474199999996,542.8230188070461,5.555556634659787
traffic sign,101.04404899999997,12.081351999999924,1220.74872347424,8.36363752997186
traffic sign,82.37286400000005,12.081352999999922,995.1756476049861,6.818182036399448
car,63.63545700000003,12.477540000000033,794.0139601357824,5.1000002404319975
car,18.794515,134.99990700000006,2537.2577771101064,0.1392187255358627
car,98.57257100000001,18.716308999999967,1844.914697760436,5.26666721520788
person,26.682370999999875,137.22362500000003,3661.4516722148587,0.19444444059832897
person,5.717651000000046,41.92944299999999,239.7379216983949,0.13636362877513178
person,3.8117670000000317,30.494137000000023,116.23654511008006,0.12499999590085231
person,5.717648999999938,38.11767099999997,217.94346347547648,0.14999995671298863
traffic light,22.45957300000009,119.78438799999999,2690.3062065463346,0.18750000208708412
traffic sign,74.178946,5.115791,379.48398433628597,14.499995406379972
traffic light,56.01354900000001,1.098304999999982,61.51996093444401,50.99999453703746
car,10.48383,65.89835199999999,690.8671196481598,0.15909092840440078
traffic sign,144.52105499999993,14.068421,2033.1830451041542,10.27272747950889
traffic sign,2.5782480000000305,19.33687299999997,49.855254138504506,0.13333324369457433
traffic light,11.22978599999999,1.247754000000043,14.012010400644472,8.99999999999968
car,54.901178,280.74465900000007,15413.212496308306,0.19555555641042485
traffic sign,298.213219,53.65342400000001,16000.160281411858,5.558139569992774
car,9.979462,60.874720000000025,607.4969550006402,0.16393442138214345
traffic light,11.833172,85.95922200000001,1017.1702589121841,0.13766029664623997
car,5.987678,90.813108,543.759648883224,0.06593407198441001
bus,50.52202399999999,9.884744000000012,499.39727360185645,5.1111110211857715
car,20.978432999999995,3.496405999999979,73.34911901179754,5.99999914197611
person,6.985626999999994,38.17146300000002,266.65160256230087,0.1830065302972535
person,14.053517,71.94561500000003,1011.0889234779554,0.19533528207382747
traffic sign,13.776381000000015,1.5307080000000042,21.08761660774808,9.000005879632155
car,11.229783999999995,1.2477560000000096,14.012030364704103,8.99998397122507
person,11.229786,63.635459999999966,714.6125978115597,0.17647057159640248
traffic light,9.84027,52.04410899999999,512.12808446943,0.189075578179271
car,30.494138000000007,5.717651000000046,174.35483862983943,5.3333332167352925
traffic sign,10.977407999999969,62.870609999999985,690.1563371788778,0.1746031730883472
traffic sign,58.64444100000003,9.982032000000004,585.3906866841126,5.875000300540011
traffic sign,162.19589699999995,30.55864600000001,4956.486999075462,5.307692526691133
traffic sign,151.23262,20.555890000000005,3108.721101131801,7.357142891891325
car,16.474576000000003,116.81971800000002,1924.5553224895687,0.14102564431802514
car,13.885725,88.03026699999998,1222.3640792385747,0.15773807660949163
traffic sign,37.67086900000004,7.291134999999997,274.6633914463152,5.166667329572152
person,15.73382700000002,153.84185100000002,2420.5210689937803,0.10227273591501455
car,60.110527999999995,8.952631999999994,538.1474365096956,6.714285586629724
truck,47.24996799999997,5.06249600000001,239.2027740001283,9.333334386832083
bus,49.910162000000014,9.982031000000006,498.20478429902244,5.000000701260093
car,130.110273,26.02205299999997,3385.7364198504656,5.000000307431552
traffic sign,62.38770099999999,12.477540000000033,778.445034735542,5.000000080143989
person,10.299338,75.95761500000003,782.3131505588703,0.1355932252480544
car,22.726636999999982,115.38138800000002,2622.230921632154,0.19696969670706319
bus,18.56248699999992,3.3749970000000076,62.64833793753887,5.500001037037922
traffic sign,113.12540100000001,18.671183999999982,2112.1851771447823,6.05882310409453
traffic sign,28.555927999999994,5.491524000000027,156.81556395427273,5.200000582716174
person,33.52193199999988,193.86158899999998,6498.615003869924,0.17291683294724197
car,47.63443499999994,7.724503000000027,367.9523360608058,6.1666666450902765
car,131.01417500000002,22.459572999999978,2942.5224274472725,5.833333296229637
car,67.37871799999994,12.37703700000003,833.9488856985672,5.443848798383634
traffic sign,32.44160499999998,6.238769999999988,202.3957120258495,5.200000160288012
person,19.170380000000023,112.09471200000002,2148.898225030563,0.17101948573631218
car,152.21900599999992,23.84152499999999,3629.1332370241466,6.384617007511054
traffic light,1.7482029999999895,17.48202900000001,30.562135543886836,0.10000000572015916
person,15.967141,91.81105200000002,1465.9600126423322,0.17391306005294435
person,12.122454999999945,72.73472699999996,881.7234549947806,0.1666666735409614
person,4.493068999999991,34.446865,154.7721412786847,0.13043477251122826
traffic sign,99.11267899999999,17.388191000000006,1723.3901929736894,5.6999994421501325
car,199.246633,36.79780500000001,7331.838748040567,5.41463364458831
car,39.869888,200.72425800000002,8002.853685343105,0.19863014265072038
traffic sign,8.66952,161.999889,1404.46127768328,0.053515592223646526
traffic sign,17.629989000000023,3.525995000000023,62.16325306405549,5.000003970510425
traffic sign,17.62999000000002,3.525997000000018,62.16329185003039,5.000001418038623
car,11.753326,78.74728400000004,925.5425004665843,0.14925373172235368
person,11.980275000000006,73.47902500000004,880.2989262318758,0.16304346716631038
person,12.778959999999984,65.492174,836.921871859039,0.1951219393022437
car,25.312483000000157,129.937413,3289.0385576264994,0.19480519440540314
car,83.24999000000003,15.749998000000005,1311.1871760000208,5.285714321995469
person,20.978433999999993,3.496403999999984,73.34908055133565,6.000002860081412
car,100.96957800000001,9.423826999999989,951.5198353350049,10.714286032627735
traffic sign,2.69252199999994,13.46261100000001,36.24837629494122,0.19999998514403616
person,5.990760000000023,32.94917600000002,197.3906056137609,0.1818182038907443
car,17.488641,142.280532,2488.293145437012,0.12291661237252052
car,106.31242700000007,13.499991000000023,1435.2168076881603,7.874999842592479
bus,161.99988900000005,30.374978999999996,4920.743226377332,5.333333366255169
traffic sign,61.46426699999995,11.746223000000043,721.972986713543,5.232683476211862
person,23.963036000000002,122.810565,2942.9139902753404,0.1951219424810887
traffic sign,74.24997399999995,9.449995,701.6618830501295,7.857144263039288
traffic light,4.606633000000102,23.150998999999985,106.64815597636928,0.19898203960874883
traffic light,5.12118200000009,25.60591199999999,131.13253562798624,0.19999998437861116
car,21.817684,126.70276000000001,2764.3607796078404,0.1721958069421692
car,8.816331999999989,1.10204200000004,9.71596814994434,7.999996370373968
car,18.794514,134.999907,2537.257642110198,0.13921871812845024
person,12.892972,64.68350599999997,833.9626317198316,0.1993239513022069
car,36.125264,225.786516,8156.597498140224,0.1599974375794877
car,125.20227599999998,10.770088999999984,1348.439655522562,11.62499919917098
bus,393.30733299999986,61.72984599999995,24278.80109676069,6.371429032886299
person,20.644237000000032,106.66189800000001,2201.95350118183,0.1935483746970266
person,24.084946000000002,134.187548,3231.8998474524083,0.17948719057002221
person,15.733825000000024,89.158343,1402.8017660519772,0.1764705855962355
person,17.48864,103.340597,1807.28649831808,0.16923300723722354
traffic sign,96.43467100000001,18.368509000000017,1771.361122175541,5.249999931948746
person,15.187492,80.99994500000003,1230.1860166879405,0.18750002854940206
car,33.269918,206.48705100000006,6869.80725483182,0.1611235079336766
person,16.530621000000025,93.67351100000002,1548.4813080803337,0.17647060330641415
person,14.326537000000002,87.061264,1247.2864199627682,0.1645569607167661
person,22.459572999999978,132.261928,2970.546427036741,0.16981132317986455
car,181.11343200000002,32.65979900000002,5915.128285320172,5.545454581640257
traffic sign,19.836744,104.69392500000004,2076.7865885802007,0.18947368722683758
car,88.78112800000008,16.837801000000013,1494.8789658195305,5.272727002771918
traffic light,1.6875,15.187488999999971,25.62888768749995,0.11111119158670688
person,20.72475600000007,116.29728899999998,2410.232937986492,0.1782049794815086
car,64.66936199999998,12.737905000000012,823.7521895666105,5.076922931989202
car,12.17186300000003,65.52803900000004,797.5983133666595,0.1857504540918739
person,11.880812,64.60422699999998,767.5506753923238,0.18390146514716452
car,115.778446,20.193917999999996,2338.0204446914277,5.733332481591736
traffic sign,57.690696,10.489214999999973,605.1301138436385,5.5000012870362704
traffic sign,68.25880699999999,10.117015999999978,690.5754425599105,6.746930814382436
traffic sign,55.94249100000002,8.741014000000007,488.99409702587457,6.400000160164481
person,13.499999000000003,85.49999099999997,1154.2497930000088,0.15789474176669804
car,24.29999200000003,4.049998999999957,98.41494330000708,5.999999506172789
